originalTid,ovr,pick,pot,round,skills,tid,year,pid
4,34,19,55,2,[],4,2098,6200
15,29,27,48,2,[],15,2098,6201
-1,32,0,45,0,[],-1,2098,6202
6,37,22,52,2,[],6,2098,6203
25,54,5,63,1,[],25,2098,6204
-1,32,0,44,0,[],-1,2098,6205
-1,26,0,37,0,[],-1,2098,6206
2,39,18,52,2,[],2,2098,6207
-1,21,0,33,0,[],-1,2098,6208
-1,15,0,20,0,[],-1,2098,6209
6,44,2,67,1,['B'],6,2099,6210
10,35,9,62,1,[],10,2099,6211
29,40,16,59,1,[],29,2099,6212
16,32,27,56,1,[],16,2099,6213
26,33,6,64,1,[],26,2099,6214
23,29,24,58,1,[],23,2099,6215
2,32,23,57,1,[],2,2099,6216
5,33,13,61,1,[],5,2099,6217
14,26,15,53,2,[],14,2099,6218
3,31,21,60,1,[],3,2099,6219
21,27,1,57,2,[],21,2099,6220
25,43,7,63,1,[],25,2099,6221
3,24,21,53,2,[],3,2099,6222
-1,22,0,44,0,[],-1,2099,6223
7,29,19,51,2,[],7,2099,6224
11,30,22,58,1,[],11,2099,6225
10,29,6,55,2,[],10,2099,6226
1,21,30,50,2,[],1,2099,6227
22,30,12,62,1,[],22,2099,6228
-1,21,0,46,0,[],-1,2099,6229
20,28,7,55,2,[],20,2099,6230
1,28,30,57,1,[],1,2099,6231
16,24,28,48,2,[],16,2099,6232
-1,24,0,46,0,[],-1,2099,6233
26,29,5,56,2,[],26,2099,6234
19,26,2,57,2,[],19,2099,6235
18,35,20,59,1,[],18,2099,6236
24,36,17,59,1,[],24,2099,6237
22,27,11,55,2,[],22,2099,6238
14,34,15,60,1,[],14,2099,6239
27,30,26,57,1,[],27,2099,6240
13,31,14,61,1,[],13,2099,6241
-1,18,0,42,0,[],-1,2099,6242
12,32,25,57,1,[],12,2099,6243
0,38,5,64,1,[],0,2099,6244
17,32,9,57,2,[],17,2099,6245
21,52,3,66,1,[],21,2099,6246
29,32,16,54,2,[],29,2099,6247
15,39,18,61,1,[],15,2099,6248
27,31,25,50,2,[],27,2099,6249
8,37,28,57,1,[],8,2099,6250
-1,28,0,45,0,[],-1,2099,6251
4,43,11,61,1,[],4,2099,6252
18,28,18,55,2,[],18,2099,6253
9,26,29,44,2,[],9,2099,6254
-1,16,0,32,0,[],-1,2099,6255
13,31,14,55,2,[],13,2099,6256
4,33,12,55,2,[],4,2099,6257
8,27,27,51,2,[],8,2099,6258
23,30,23,53,2,[],23,2099,6259
28,34,10,56,2,[],28,2099,6260
17,52,1,71,1,[],17,2099,6261
2,31,24,52,2,[],2,2099,6262
24,36,17,55,2,[],24,2099,6263
5,35,13,57,2,[],5,2099,6264
0,43,3,56,2,[],0,2099,6265
25,38,8,57,2,[],25,2099,6266
9,41,29,57,1,[],9,2099,6267
-1,23,0,35,0,[],-1,2099,6268
6,37,4,60,2,[],6,2099,6269
19,54,4,65,1,[],19,2099,6270
7,43,19,59,1,[],7,2099,6271
28,51,10,61,1,[],28,2099,6272
20,51,8,63,1,['Di'],20,2099,6273
12,35,26,53,2,[],12,2099,6274
15,38,20,55,2,[],15,2099,6275
11,39,22,52,2,[],11,2099,6276
-1,27,0,38,0,[],-1,2099,6277
-1,18,0,30,0,[],-1,2099,6278
-1,32,0,42,0,[],-1,2099,6279
14,35,16,60,1,[],14,2100,6280
21,38,8,66,1,[],21,2100,6281
15,26,12,53,2,[],15,2100,6282
4,32,14,61,1,[],4,2100,6283
16,32,26,57,1,[],16,2100,6284
23,31,15,61,1,[],23,2100,6285
0,27,2,57,2,[],0,2100,6286
21,29,8,54,2,[],21,2100,6287
6,23,19,51,2,[],6,2100,6288
1,32,28,56,1,[],1,2100,6289
12,21,26,48,2,[],12,2100,6290
25,30,3,55,2,[],25,2100,6291
23,23,18,52,2,[],23,2100,6292
17,30,21,58,1,[],17,2100,6293
8,29,27,57,1,[],8,2100,6294
26,23,7,55,2,[],26,2100,6295
18,21,24,49,2,[],18,2100,6296
29,30,12,65,1,[],29,2100,6297
1,23,28,47,2,[],1,2100,6298
18,31,23,60,1,[],18,2100,6299
28,41,7,66,1,[],28,2100,6300
14,26,17,52,2,[],14,2100,6301
25,40,5,67,1,[],25,2100,6302
7,37,17,59,1,[],7,2100,6303
27,21,30,49,2,[],27,2100,6304
2,22,20,51,2,[],2,2100,6305
-1,22,0,45,0,[],-1,2100,6306
15,33,10,65,1,[],15,2100,6307
28,31,6,54,2,[],28,2100,6308
-1,22,0,47,0,[],-1,2100,6309
19,29,4,56,2,[],19,2100,6310
2,33,20,58,1,[],2,2100,6311
16,22,25,49,2,[],16,2100,6312
27,27,30,57,1,[],27,2100,6313
20,27,5,56,2,[],20,2100,6314
24,53,4,66,1,"['B', 'Dp']",24,2100,6315
12,37,25,59,1,"['A', 'B', 'Dp']",12,2100,6316
13,37,24,59,1,[],13,2100,6317
10,29,14,55,2,[],10,2100,6318
26,53,6,70,1,[],26,2100,6319
11,28,21,52,2,[],11,2100,6320
-1,24,0,41,0,[],-1,2100,6321
5,35,9,54,2,[],5,2100,6322
29,33,10,55,2,[],29,2100,6323
0,52,1,70,1,[],0,2100,6324
11,36,22,60,1,[],11,2100,6325
-1,25,0,47,0,[],-1,2100,6326
3,31,15,54,2,[],3,2100,6327
17,28,22,52,2,[],17,2100,6328
24,33,1,59,2,[],24,2100,6329
-1,21,0,37,0,[],-1,2100,6330
22,32,11,54,2,[],22,2100,6331
4,31,13,54,2,[],4,2100,6332
3,43,18,62,1,[],3,2100,6333
8,30,27,51,2,[],8,2100,6334
5,54,9,64,1,[],5,2100,6335
20,55,3,68,1,['3'],20,2100,6336
10,48,13,63,1,[],10,2100,6337
6,45,19,60,1,[],6,2100,6338
-1,19,0,32,0,[],-1,2100,6339
19,55,2,70,1,"['Di', 'Po', 'R']",19,2100,6340
13,33,23,52,2,[],13,2100,6341
7,40,16,54,2,['R'],7,2100,6342
22,54,11,61,1,['3'],22,2100,6343
9,42,29,56,1,"['Di', 'Po', 'R']",9,2100,6344
-1,35,0,45,0,[],-1,2100,6345
-1,24,0,36,0,[],-1,2100,6346
-1,29,0,38,0,[],-1,2100,6347
9,29,29,41,2,[],9,2100,6348
-1,23,0,33,0,[],-1,2100,6349
19,38,8,63,1,[],19,2101,6350
29,37,4,67,1,[],29,2101,6351
10,30,24,58,1,[],10,2101,6352
14,25,21,48,2,[],14,2101,6353
27,33,26,57,1,[],27,2101,6354
13,32,25,57,1,[],13,2101,6355
28,23,12,52,2,[],28,2101,6356
1,30,28,57,1,[],1,2101,6357
22,26,4,56,2,[],22,2101,6358
7,24,17,50,2,[],7,2101,6359
-1,19,0,40,0,[],-1,2101,6360
4,34,7,66,1,[],4,2101,6361
25,26,7,55,2,[],25,2101,6362
16,33,19,59,1,[],16,2101,6363
8,19,29,41,2,[],8,2101,6364
4,28,6,55,2,[],4,2101,6365
11,32,16,60,1,[],11,2101,6366
0,32,2,55,2,[],0,2101,6367
26,25,13,53,2,[],26,2101,6368
19,20,10,54,2,[],19,2101,6369
2,35,12,61,1,[],2,2101,6370
21,33,15,61,1,[],21,2101,6371
22,37,3,66,1,[],22,2101,6372
28,32,14,60,1,[],28,2101,6373
-1,18,0,39,0,[],-1,2101,6374
18,32,10,62,1,[],18,2101,6375
8,32,29,57,1,[],8,2101,6376
14,31,20,59,1,[],14,2101,6377
20,32,11,62,1,[],20,2101,6378
13,24,25,45,2,[],13,2101,6379
7,33,18,59,1,[],7,2101,6380
3,23,18,50,2,[],3,2101,6381
20,23,11,53,2,[],20,2101,6382
26,34,13,60,1,[],26,2101,6383
3,33,17,59,1,[],3,2101,6384
0,49,5,66,1,[],0,2101,6385
9,24,30,42,2,[],9,2101,6386
23,45,9,62,1,['3'],23,2101,6387
-1,22,0,42,0,[],-1,2101,6388
24,34,3,57,2,[],24,2101,6389
21,32,14,53,2,[],21,2101,6390
16,28,19,51,2,[],16,2101,6391
12,35,27,59,1,[],12,2101,6392
25,48,2,70,1,[],25,2101,6393
9,37,30,57,1,[],9,2101,6394
23,31,9,55,2,[],23,2101,6395
1,21,28,45,2,[],1,2101,6396
5,52,6,63,1,"['A', 'B']",5,2101,6397
24,53,1,69,1,"['B', 'Dp']",24,2101,6398
18,32,8,56,2,[],18,2101,6399
5,33,5,57,2,[],5,2101,6400
11,29,16,52,2,[],11,2101,6401
-1,21,0,37,0,[],-1,2101,6402
6,33,20,51,2,[],6,2101,6403
29,42,1,56,2,[],29,2101,6404
-1,26,0,35,0,[],-1,2101,6405
15,40,22,62,1,[],15,2101,6406
15,35,22,49,2,[],15,2101,6407
6,45,21,59,1,['3'],6,2101,6408
2,35,15,53,2,[],2,2101,6409
17,44,23,59,1,[],17,2101,6410
-1,24,0,42,0,[],-1,2101,6411
-1,29,0,40,0,[],-1,2101,6412
17,35,23,50,2,[],17,2101,6413
12,33,26,47,2,[],12,2101,6414
-1,23,0,33,0,[],-1,2101,6415
27,29,27,47,2,[],27,2101,6416
10,33,24,49,2,[],10,2101,6417
-1,27,0,36,0,[],-1,2101,6418
-1,16,0,25,0,[],-1,2101,6419
18,36,6,61,1,[],18,2102,6420
6,30,22,58,1,[],6,2102,6421
24,41,2,64,1,[],24,2102,6422
4,33,11,60,1,[],4,2102,6423
7,28,1,55,2,[],7,2102,6424
10,25,6,55,2,[],10,2102,6425
0,38,4,63,1,[],0,2102,6426
12,23,26,50,2,[],12,2102,6427
2,23,16,53,2,[],2,2102,6428
27,30,27,56,1,[],27,2102,6429
1,30,21,58,1,[],1,2102,6430
24,24,10,54,2,[],24,2102,6431
1,26,21,51,2,[],1,2102,6432
-1,22,0,47,0,[],-1,2102,6433
23,36,9,61,1,[],23,2102,6434
20,32,8,62,1,[],20,2102,6435
12,31,26,56,1,[],12,2102,6436
21,21,19,53,2,[],21,2102,6437
5,49,1,69,1,['B'],5,2102,6438
6,24,23,51,2,[],6,2102,6439
18,26,5,55,2,[],18,2102,6440
9,21,28,48,2,[],9,2102,6441
23,23,8,55,2,[],23,2102,6442
21,32,19,58,1,[],21,2102,6443
22,36,5,62,1,[],22,2102,6444
8,29,25,57,1,[],8,2102,6445
14,28,9,53,2,[],14,2102,6446
15,26,17,52,2,[],15,2102,6447
-1,17,0,38,0,[],-1,2102,6448
7,35,3,65,1,[],7,2102,6449
2,32,13,60,1,[],2,2102,6450
5,29,3,54,2,[],5,2102,6451
26,32,10,62,1,[],26,2102,6452
14,34,15,58,1,[],14,2102,6453
22,29,4,54,2,[],22,2102,6454
11,35,30,56,1,[],11,2102,6455
16,39,18,59,1,[],16,2102,6456
13,33,29,57,1,[],13,2102,6457
28,33,11,54,2,[],28,2102,6458
17,38,20,59,1,[],17,2102,6459
8,31,25,51,2,[],8,2102,6460
3,35,22,51,2,[],3,2102,6461
25,28,14,56,2,[],25,2102,6462
9,36,28,57,1,[],9,2102,6463
26,31,12,55,2,[],26,2102,6464
28,37,16,60,1,[],28,2102,6465
0,33,2,56,2,[],0,2102,6466
-1,30,0,46,0,[],-1,2102,6467
29,38,24,58,1,[],29,2102,6468
-1,23,0,39,0,[],-1,2102,6469
25,34,17,61,1,['R'],25,2102,6470
-1,19,0,33,0,[],-1,2102,6471
11,29,30,51,2,[],11,2102,6472
15,44,12,63,1,[],15,2102,6473
3,42,23,59,1,[],3,2102,6474
16,35,18,54,2,[],16,2102,6475
4,34,13,57,2,[],4,2102,6476
20,36,7,57,2,[],20,2102,6477
19,46,14,60,1,[],19,2102,6478
17,33,20,55,2,[],17,2102,6479
-1,26,0,41,0,[],-1,2102,6480
10,52,7,61,1,['3'],10,2102,6481
19,40,15,54,2,[],19,2102,6482
13,37,29,50,2,['Ps'],13,2102,6483
-1,30,0,43,0,[],-1,2102,6484
27,36,27,53,2,[],27,2102,6485
-1,34,0,46,0,[],-1,2102,6486
29,37,24,55,2,[],29,2102,6487
-1,32,0,45,0,[],-1,2102,6488
-1,31,0,46,0,[],-1,2102,6489
10,32,26,60,1,[],10,2103,6490
17,31,14,56,2,[],17,2103,6491
11,24,29,51,2,[],11,2103,6492
12,32,27,60,1,[],12,2103,6493
29,25,16,56,2,[],29,2103,6494
15,26,22,53,2,[],15,2103,6495
23,31,6,58,2,[],23,2103,6496
26,36,25,59,1,['B'],26,2103,6497
24,31,12,56,2,[],24,2103,6498
2,35,23,60,1,[],2,2103,6499
7,36,15,61,1,[],7,2103,6500
6,29,11,57,2,[],6,2103,6501
27,32,12,63,1,[],27,2103,6502
18,35,16,61,1,[],18,2103,6503
1,22,19,55,2,[],1,2103,6504
10,25,27,51,2,[],10,2103,6505
21,29,4,59,2,[],21,2103,6506
0,27,20,55,2,[],0,2103,6507
0,36,22,60,1,[],0,2103,6508
3,43,10,62,1,"['B', 'Dp']",3,2103,6509
16,33,28,60,1,[],16,2103,6510
-1,23,0,52,0,[],-1,2103,6511
23,36,6,66,1,[],23,2103,6512
15,31,20,61,1,[],15,2103,6513
14,32,1,59,2,['Po'],14,2103,6514
4,31,21,61,1,[],4,2103,6515
2,25,23,53,2,[],2,2103,6516
16,21,28,52,2,[],16,2103,6517
13,29,24,61,1,[],13,2103,6518
20,36,2,58,2,[],20,2103,6519
25,30,3,59,2,[],25,2103,6520
-1,25,0,46,0,[],-1,2103,6521
3,33,9,57,2,[],3,2103,6522
19,35,13,62,1,[],19,2103,6523
28,26,8,59,2,[],28,2103,6524
18,34,13,59,2,[],18,2103,6525
17,55,1,70,1,"['B', 'Ps']",17,2103,6526
9,38,30,60,1,[],9,2103,6527
19,32,18,56,2,[],19,2103,6528
5,39,5,59,2,[],5,2103,6529
8,32,17,58,2,[],8,2103,6530
-1,24,0,46,0,[],-1,2103,6531
8,40,14,63,1,[],8,2103,6532
-1,24,0,44,0,[],-1,2103,6533
14,55,3,68,1,[],14,2103,6534
25,58,2,73,1,"['B', 'Dp']",25,2103,6535
13,32,24,54,2,[],13,2103,6536
12,27,26,55,2,[],12,2103,6537
11,41,29,60,1,[],11,2103,6538
5,43,7,66,1,[],5,2103,6539
22,37,7,59,2,[],22,2103,6540
-1,25,0,50,0,[],-1,2103,6541
24,43,17,61,1,[],24,2103,6542
26,35,25,54,2,[],26,2103,6543
28,51,9,63,1,['B'],28,2103,6544
20,57,4,65,1,"['3', 'B']",20,2103,6545
22,51,8,63,1,[],22,2103,6546
27,37,15,58,2,[],27,2103,6547
-1,33,0,54,0,[],-1,2103,6548
7,43,10,58,2,[],7,2103,6549
29,48,11,64,1,['3'],29,2103,6550
1,44,19,63,1,['R'],1,2103,6551
6,53,18,59,1,[],6,2103,6552
21,57,5,65,1,"['3', 'Ps']",21,2103,6553
-1,37,0,54,0,[],-1,2103,6554
4,42,21,55,2,[],4,2103,6555
9,35,30,49,2,[],9,2103,6556
-1,37,0,51,0,['R'],-1,2103,6557
-1,22,0,31,0,[],-1,2103,6558
-1,19,0,28,0,[],-1,2103,6559
5,42,3,65,1,[],5,2104,6560
6,37,8,62,1,[],6,2104,6561
12,28,30,56,1,[],12,2104,6562
14,34,23,56,1,[],14,2104,6563
0,27,16,52,2,[],0,2104,6564
23,23,29,45,2,[],23,2104,6565
20,27,5,55,2,[],20,2104,6566
23,25,29,57,1,[],23,2104,6567
18,33,7,62,1,[],18,2104,6568
7,27,13,53,2,[],7,2104,6569
21,29,22,58,1,[],21,2104,6570
3,28,4,55,2,[],3,2104,6571
19,31,13,59,1,[],19,2104,6572
24,29,9,53,2,[],24,2104,6573
26,30,14,59,1,[],26,2104,6574
9,32,12,60,1,[],20,2104,6575
5,27,1,56,2,[],5,2104,6576
7,33,15,59,1,[],7,2104,6577
18,30,7,54,2,[],18,2104,6578
29,30,12,52,2,[],29,2104,6579
26,26,17,51,2,[],26,2104,6580
17,27,20,59,1,[],17,2104,6581
0,32,18,58,1,[],0,2104,6582
4,28,11,61,1,[],4,2104,6583
8,21,24,50,2,[],8,2104,6584
19,25,15,53,2,[],19,2104,6585
16,22,26,47,2,[],16,2104,6586
16,30,26,57,1,[],16,2104,6587
1,32,19,58,1,[],1,2104,6588
20,39,2,66,1,[],20,2104,6589
8,29,24,58,1,[],8,2104,6590
24,33,9,61,1,[],24,2104,6591
29,33,10,61,1,[],29,2104,6592
27,32,3,54,2,[],27,2104,6593
22,30,6,54,2,[],22,2104,6594
25,29,14,55,2,[],25,2104,6595
10,51,1,67,1,['Di'],10,2104,6596
13,35,28,58,1,[],13,2104,6597
28,35,21,60,1,[],28,2104,6598
-1,19,0,35,0,[],-1,2104,6599
11,27,27,48,2,[],11,2104,6600
11,36,27,57,1,[],11,2104,6601
-1,24,0,43,0,[],-1,2104,6602
-1,21,0,37,0,[],-1,2104,6603
-1,25,0,40,0,[],-1,2104,6604
15,34,25,59,1,[],15,2104,6605
10,32,2,58,2,[],10,2104,6606
2,27,18,54,2,[],2,2104,6607
22,47,6,62,1,[],22,2104,6608
1,28,20,52,2,[],1,2104,6609
-1,23,0,46,0,[],-1,2104,6610
-1,19,0,36,0,[],-1,2104,6611
21,30,23,50,2,[],21,2104,6612
3,53,5,62,1,"['A', 'Dp']",3,2104,6613
28,33,21,54,2,[],28,2104,6614
6,39,8,56,2,[],6,2104,6615
2,44,17,59,1,[],2,2104,6616
4,38,11,56,2,[],4,2104,6617
12,30,30,46,2,[],12,2104,6618
-1,24,0,39,0,[],-1,2104,6619
25,44,16,59,1,"['Po', 'R']",25,2104,6620
27,54,4,65,1,['Po'],27,2104,6621
17,39,19,54,2,[],17,2104,6622
15,34,25,52,2,[],15,2104,6623
14,37,22,53,2,[],14,2104,6624
-1,32,0,47,0,[],-1,2104,6625
13,33,28,50,2,[],13,2104,6626
9,39,10,54,2,[],9,2104,6627
-1,25,0,38,0,[],-1,2104,6628
-1,26,0,37,0,[],-1,2104,6629
22,41,10,60,1,['B'],22,2105,6630
25,26,9,55,2,[],25,2105,6631
25,37,9,62,1,[],25,2105,6632
15,32,27,57,1,[],15,2105,6633
6,41,4,67,1,[],6,2105,6634
10,34,15,61,1,[],10,2105,6635
29,26,23,49,2,[],29,2105,6636
18,27,18,51,2,[],18,2105,6637
13,35,19,59,1,"['A', 'Dp']",13,2105,6638
24,37,17,59,1,[],24,2105,6639
26,34,6,65,1,[],26,2105,6640
6,30,6,55,2,[],6,2105,6641
12,21,30,44,2,[],12,2105,6642
3,29,12,63,1,[],3,2105,6643
16,24,28,59,1,[],16,2105,6644
17,28,16,51,2,[],17,2105,6645
10,26,13,54,2,[],10,2105,6646
28,26,25,44,2,[],28,2105,6647
23,29,22,58,1,[],23,2105,6648
20,32,3,56,2,[],20,2105,6649
18,30,16,61,1,[],18,2105,6650
1,29,21,59,1,[],1,2105,6651
29,33,23,57,1,[],29,2105,6652
21,30,10,54,2,[],21,2105,6653
0,27,14,54,2,[],0,2105,6654
19,41,1,68,1,[],19,2105,6655
5,25,12,55,2,[],5,2105,6656
27,32,15,51,2,[],27,2105,6657
20,40,7,64,1,[],20,2105,6658
4,31,2,55,2,[],4,2105,6659
4,36,3,67,1,[],4,2105,6660
26,32,4,56,2,[],26,2105,6661
22,27,8,55,2,[],22,2105,6662
1,27,21,49,2,[],1,2105,6663
19,28,7,55,2,[],19,2105,6664
8,36,26,59,1,[],8,2105,6665
14,48,5,66,1,[],14,2105,6666
8,26,27,46,2,[],8,2105,6667
0,37,13,64,1,[],0,2105,6668
23,28,22,51,2,[],23,2105,6669
5,43,11,62,1,[],5,2105,6670
2,34,24,60,1,[],2,2105,6671
-1,18,0,36,0,[],-1,2105,6672
14,34,5,57,2,[],14,2105,6673
24,28,17,53,2,[],24,2105,6674
-1,24,0,46,0,[],-1,2105,6675
7,31,1,60,2,[],7,2105,6676
9,33,29,60,1,[],20,2105,6677
28,34,25,60,1,[],28,2105,6678
11,31,20,51,2,[],11,2105,6679
-1,17,0,30,0,[],-1,2105,6680
-1,23,0,45,0,[],-1,2105,6681
16,24,28,46,2,[],16,2105,6682
-1,22,0,37,0,[],-1,2105,6683
21,50,8,63,1,[],21,2105,6684
3,39,11,56,2,[],3,2105,6685
13,37,19,51,2,[],13,2105,6686
-1,23,0,39,0,[],-1,2105,6687
7,54,2,68,1,"['A', 'Dp']",7,2105,6688
27,51,14,59,1,[],27,2105,6689
11,42,20,60,1,[],11,2105,6690
12,43,30,57,1,[],12,2105,6691
-1,24,0,36,0,[],-1,2105,6692
9,29,29,43,2,[],9,2105,6693
17,51,18,58,1,[],17,2105,6694
-1,25,0,37,0,[],-1,2105,6695
2,35,24,47,2,[],2,2105,6696
15,32,26,47,2,[],15,2105,6697
-1,25,0,42,0,[],-1,2105,6698
-1,24,0,35,0,[],-1,2105,6699
25,37,7,65,1,[],25,2106,6700
10,47,3,71,1,[],10,2106,6701
18,25,25,48,2,[],18,2106,6702
29,32,15,61,1,[],29,2106,6703
22,27,8,54,2,[],22,2106,6704
23,31,16,61,1,[],23,2106,6705
1,29,5,55,2,[],1,2106,6706
16,22,23,49,2,[],16,2106,6707
4,35,19,59,1,[],4,2106,6708
-1,23,0,45,0,[],-1,2106,6709
28,35,17,60,1,[],28,2106,6710
21,27,1,56,2,[],21,2106,6711
15,28,20,48,2,[],15,2106,6712
4,26,21,48,2,[],4,2106,6713
15,35,20,58,1,['B'],15,2106,6714
23,26,15,51,2,[],23,2106,6715
11,25,24,49,2,[],11,2106,6716
27,27,28,57,1,[],27,2106,6717
5,46,2,67,1,['B'],5,2106,6718
-1,20,0,44,0,[],-1,2106,6719
13,37,9,63,1,['B'],13,2106,6720
29,24,16,52,2,[],29,2106,6721
12,20,26,48,2,[],12,2106,6722
5,28,4,55,2,[],5,2106,6723
8,24,30,44,2,[],8,2106,6724
7,36,14,61,1,[],7,2106,6725
13,27,9,54,2,[],13,2106,6726
2,37,13,60,1,[],2,2106,6727
3,35,10,63,1,[],3,2106,6728
16,28,22,59,1,[],16,2106,6729
0,30,26,57,1,[],0,2106,6730
17,25,11,53,2,[],17,2106,6731
24,39,8,65,1,[],24,2106,6732
17,36,11,61,1,[],17,2106,6733
7,24,14,53,2,[],7,2106,6734
6,29,29,46,2,[],6,2106,6735
24,32,6,57,2,[],24,2106,6736
21,50,4,68,1,[],21,2106,6737
9,37,23,59,1,[],20,2106,6738
25,33,7,56,2,[],25,2106,6739
8,33,30,58,1,[],8,2106,6740
14,43,12,63,1,[],14,2106,6741
26,49,5,66,1,[],26,2106,6742
1,48,6,66,1,['B'],1,2106,6743
26,33,3,57,2,[],26,2106,6744
22,56,1,74,1,"['B', 'Dp']",22,2106,6745
19,30,19,51,2,[],19,2106,6746
14,33,12,55,2,[],14,2106,6747
10,34,2,57,2,[],10,2106,6748
19,36,21,60,1,[],19,2106,6749
11,39,24,59,1,[],11,2106,6750
27,24,28,50,2,[],27,2106,6751
12,35,27,59,1,['B'],12,2106,6752
6,39,29,58,1,[],6,2106,6753
0,32,27,47,2,[],0,2106,6754
2,34,13,55,2,[],2,2106,6755
20,34,17,54,2,[],20,2106,6756
-1,22,0,35,0,[],-1,2106,6757
20,44,18,62,1,[],20,2106,6758
-1,26,0,39,0,[],-1,2106,6759
3,38,10,55,2,[],3,2106,6760
-1,23,0,36,0,[],-1,2106,6761
18,46,25,59,1,[],18,2106,6762
-1,33,0,48,0,[],-1,2106,6763
28,35,18,55,2,[],28,2106,6764
9,35,22,52,2,[],9,2106,6765
-1,30,0,40,0,[],-1,2106,6766
-1,23,0,33,0,[],-1,2106,6767
-1,27,0,41,0,[],-1,2106,6768
-1,26,0,36,0,[],-1,2106,6769
25,30,15,61,1,[],25,2107,6770
29,34,9,62,1,[],29,2107,6771
-1,22,0,40,0,[],-1,2107,6772
28,31,22,60,1,[],28,2107,6773
2,33,8,64,1,[],2,2107,6774
7,24,10,52,2,[],7,2107,6775
1,39,6,64,1,[],1,2107,6776
5,28,13,50,2,[],5,2107,6777
0,33,18,60,1,[],0,2107,6778
6,30,26,59,1,[],6,2107,6779
4,22,17,46,2,[],4,2107,6780
8,22,30,41,2,[],8,2107,6781
8,29,30,59,1,[],8,2107,6782
4,29,17,61,1,[],4,2107,6783
20,37,4,66,1,[],20,2107,6784
17,42,3,64,1,[],17,2107,6785
26,43,2,64,1,[],26,2107,6786
5,32,13,61,1,[],5,2107,6787
11,33,23,60,1,[],11,2107,6788
13,28,19,61,1,[],13,2107,6789
6,23,26,42,2,[],6,2107,6790
25,22,15,49,2,[],25,2107,6791
14,24,5,55,2,[],14,2107,6792
0,24,18,46,2,[],0,2107,6793
2,27,7,54,2,[],2,2107,6794
26,31,1,58,2,[],26,2107,6795
27,18,28,42,2,[],27,2107,6796
23,31,14,61,1,[],23,2107,6797
23,23,14,51,2,[],23,2107,6798
22,22,24,43,2,[],22,2107,6799
21,49,5,67,1,['B'],21,2107,6800
18,25,11,52,2,[],18,2107,6801
16,30,29,59,1,[],16,2107,6802
-1,16,0,33,0,[],-1,2107,6803
3,21,25,43,2,[],3,2107,6804
16,22,29,44,2,[],26,2107,6805
20,36,2,58,2,['3'],20,2107,6806
15,39,20,61,1,['3'],15,2107,6807
-1,19,0,35,0,[],-1,2107,6808
19,41,11,62,1,[],19,2107,6809
13,27,19,47,2,[],13,2107,6810
12,38,21,61,1,[],12,2107,6811
24,27,16,50,2,[],24,2107,6812
-1,23,0,38,0,[],-1,2107,6813
1,33,6,54,2,[],1,2107,6814
27,40,28,59,1,[],27,2107,6815
21,33,4,59,2,[],21,2107,6816
18,42,12,61,1,[],18,2107,6817
15,25,20,48,2,[],15,2107,6818
10,30,3,57,2,[],10,2107,6819
19,25,12,55,2,[],19,2107,6820
24,36,16,63,1,[],24,2107,6821
22,36,24,61,1,[],22,2107,6822
-1,21,0,35,0,[],-1,2107,6823
10,55,1,66,1,"['A', 'B', 'Dp']",10,2107,6824
29,35,9,54,2,[],29,2107,6825
9,41,27,61,1,[],9,2107,6826
-1,24,0,36,0,[],-1,2107,6827
12,27,22,47,2,[],12,2107,6828
17,36,8,55,2,[],17,2107,6829
-1,25,0,43,0,[],-1,2107,6830
3,40,25,63,1,[],3,2107,6831
7,53,10,62,1,[],7,2107,6832
14,55,7,63,1,['R'],14,2107,6833
11,30,23,49,2,[],11,2107,6834
-1,30,0,41,0,[],-1,2107,6835
-1,25,0,35,0,[],-1,2107,6836
9,31,27,45,2,[],9,2107,6837
28,33,21,48,2,[],28,2107,6838
-1,24,0,38,0,[],-1,2107,6839
17,27,14,53,2,[],17,2108,6840
0,32,27,57,1,[],0,2108,6841
24,38,16,60,1,[],24,2108,6842
8,33,23,59,1,[],8,2108,6843
4,34,21,59,1,[],4,2108,6844
28,33,17,61,1,[],28,2108,6845
22,21,27,46,2,[],22,2108,6846
16,32,26,58,1,[],16,2108,6847
11,34,15,61,1,[],11,2108,6848
15,36,12,61,1,[],15,2108,6849
12,31,30,56,1,[],12,2108,6850
7,40,9,62,1,['B'],7,2108,6851
-1,19,0,37,0,[],-1,2108,6852
25,29,3,56,2,[],25,2108,6853
6,28,6,54,2,[],6,2108,6854
10,32,11,62,1,[],10,2108,6855
20,43,2,66,1,['B'],20,2108,6856
-1,21,0,39,0,[],-1,2108,6857
4,26,21,52,2,[],4,2108,6858
29,31,1,56,2,[],29,2108,6859
1,35,14,61,1,[],1,2108,6860
21,36,8,62,1,[],21,2108,6861
15,22,15,54,2,[],15,2108,6862
14,32,18,61,1,[],14,2108,6863
26,36,10,61,1,[],26,2108,6864
27,30,29,58,1,[],27,2108,6865
19,36,6,63,1,[],19,2108,6866
2,41,1,69,1,['B'],2,2108,6867
25,42,3,64,1,['B'],25,2108,6868
13,29,24,59,1,[],13,2108,6869
20,24,4,57,2,[],20,2108,6870
3,26,25,51,2,[],3,2108,6871
23,30,2,56,2,[],23,2108,6872
8,23,23,51,2,[],8,2108,6873
24,26,13,53,2,[],24,2108,6874
0,26,28,47,2,[],0,2108,6875
13,32,24,50,2,[],13,2108,6876
