loc,year,pid
USA,2093,7124
USA,2093,7125
USA,2093,7126
Nigeria,2093,7127
USA,2093,7128
USA,2093,7129
USA,2093,7130
USA,2093,7131
USA,2093,7132
USA,2093,7133
France,2093,7134
USA,2093,7135
Cameroon,2093,7136
USA,2093,7137
USA,2093,7138
Slovenia,2093,7139
USA,2093,7140
USA,2093,7141
USA,2093,7142
USA,2093,7143
USA,2093,7144
USA,2093,7145
USA,2093,7146
USA,2093,7147
Lithuania,2093,7148
USA,2093,7149
USA,2093,7150
Finland,2093,7151
USA,2093,7152
USA,2093,7153
USA,2093,7154
USA,2092,7155
USA,2092,7156
USA,2092,7157
USA,2092,7158
USA,2092,7159
USA,2092,7160
USA,2092,7161
USA,2092,7162
USA,2092,7163
USA,2092,7164
USA,2092,7165
USA,2092,7166
USA,2092,7167
USA,2092,7168
USA,2092,7169
USA,2092,7170
Bahamas,2092,7171
Italy,2092,7172
USA,2091,7173
USA,2091,7174
USA,2091,7175
USA,2091,7176
USA,2091,7177
USA,2091,7178
USA,2091,7179
USA,2091,7180
USA,2091,7181
USA,2090,7182
USA,2090,7183
USA,2090,7184
USA,2090,7185
Italy,2090,7186
USA,2090,7187
England,2090,7188
USA,2090,7189
USA,2094,7190
USA,2094,7191
USA,2094,7192
USA,2094,7193
USA,2094,7194
USA,2094,7195
USA,2094,7196
Turkey,2094,7197
USA,2094,7198
USA,2094,7199
USA,2094,7200
USA,2094,7201
USA,2094,7202
USA,2094,7203
USA,2094,7204
USA,2094,7205
USA,2094,7206
USA,2094,7207
USA,2094,7208
USA,2094,7209
USA,2094,7210
USA,2094,7211
USA,2094,7212
USA,2094,7213
USA,2094,7214
USA,2094,7215
USA,2094,7216
Russia,2094,7217
USA,2094,7218
USA,2094,7219
Croatia,2094,7220
USA,2094,7221
USA,2094,7222
Serbia,2094,7223
USA,2094,7224
USA,2093,7225
Bahamas,2093,7226
Russia,2093,7227
USA,2093,7228
USA,2093,7229
USA,2093,7230
USA,2093,7231
France,2093,7232
USA,2093,7233
Slovenia,2093,7234
Lithuania,2093,7235
USA,2093,7236
USA,2093,7237
USA,2093,7238
Slovenia,2093,7239
USA,2093,7240
USA,2093,7241
USA,2093,7242
USA,2092,7243
Canada,2092,7244
USA,2092,7245
USA,2092,7246
Spain,2092,7247
USA,2092,7248
USA,2092,7249
USA,2092,7250
USA,2092,7251
USA,2091,7252
USA,2091,7253
USA,2091,7254
Netherlands,2091,7255
USA,2091,7256
USA,2091,7257
USA,2091,7258
Canada,2091,7259
USA,2095,7260
USA,2095,7261
Serbia,2095,7262
Cape Verde,2095,7263
Serbia,2095,7264
USA,2095,7265
USA,2095,7266
USA,2095,7267
USA,2095,7268
USA,2095,7269
USA,2095,7270
USA,2095,7271
USA,2095,7272
USA,2095,7273
Lithuania,2095,7274
Bosnia and Herzegovina,2095,7275
USA,2095,7276
USA,2095,7277
USA,2095,7278
USA,2095,7279
USA,2095,7280
USA,2095,7281
Latvia,2095,7282
USA,2095,7283
USA,2095,7284
USA,2095,7285
USA,2095,7286
USA,2095,7287
Italy,2095,7288
USA,2095,7289
USA,2095,7290
USA,2095,7291
USA,2095,7292
USA,2095,7293
USA,2095,7294
Italy,2094,7295
USA,2094,7296
USA,2094,7297
Israel,2094,7298
USA,2094,7299
USA,2094,7300
USA,2094,7301
USA,2094,7302
USA,2094,7303
USA,2094,7304
Hungary,2094,7305
Montenegro,2094,7306
USA,2094,7307
USA,2094,7308
USA,2094,7309
USA,2094,7310
USA,2094,7311
USA,2094,7312
USA,2093,7313
USA,2093,7314
USA,2093,7315
Puerto Rico,2093,7316
USA,2093,7317
USA,2093,7318
USA,2093,7319
USA,2093,7320
USA,2093,7321
USA,2092,7322
USA,2092,7323
USA,2092,7324
USA,2092,7325
USA,2092,7326
USA,2092,7327
Canada,2092,7328
USA,2092,7329
Australia,2096,7330
USA,2096,7331
Nigeria,2096,7332
USA,2096,7333
USA,2096,7334
USA,2096,7335
USA,2096,7336
USA,2096,7337
USA,2096,7338
USA,2096,7339
Croatia,2096,7340
USA,2096,7341
USA,2096,7342
USA,2096,7343
Italy,2096,7344
USA,2096,7345
USA,2096,7346
USA,2096,7347
USA,2096,7348
USA,2096,7349
Senegal,2096,7350
USA,2096,7351
Greece,2096,7352
Australia,2096,7353
USA,2096,7354
USA,2096,7355
USA,2096,7356
Australia,2096,7357
Canada,2096,7358
USA,2096,7359
USA,2096,7360
USA,2096,7361
USA,2096,7362
USA,2096,7363
USA,2096,7364
USA,2095,7365
USA,2095,7366
USA,2095,7367
USA,2095,7368
USA,2095,7369
USA,2095,7370
Russia,2095,7371
USA,2095,7372
USA,2095,7373
USA,2095,7374
USA,2095,7375
USA,2095,7376
USA,2095,7377
Slovenia,2095,7378
Belgium,2095,7379
Greece,2095,7380
USA,2095,7381
USA,2095,7382
USA,2094,7383
USA,2094,7384
USA,2094,7385
USA,2094,7386
USA,2094,7387
USA,2094,7388
Mali,2094,7389
Spain,2094,7390
USA,2094,7391
USA,2093,7392
USA,2093,7393
USA,2093,7394
USA,2093,7395
USA,2093,7396
USA,2093,7397
Guinea,2093,7398
USA,2093,7399
USA,2097,7400
USA,2097,7401
USA,2097,7402
Turkey,2097,7403
USA,2097,7404
Germany,2097,7405
USA,2097,7406
USA,2097,7407
USA,2097,7408
USA,2097,7409
USA,2097,7410
USA,2097,7411
USA,2097,7412
Spain,2097,7413
USA,2097,7414
USA,2097,7415
USA,2097,7416
USA,2097,7417
USA,2097,7418
USA,2097,7419
USA,2097,7420
USA,2097,7421
USA,2097,7422
USA,2097,7423
USA,2097,7424
USA,2097,7425
USA,2097,7426
USA,2097,7427
USA,2097,7428
Croatia,2097,7429
USA,2097,7430
USA,2097,7431
USA,2097,7432
USA,2097,7433
USA,2097,7434
USA,2096,7435
USA,2096,7436
Canada,2096,7437
USA,2096,7438
USA,2096,7439
Ukraine,2096,7440
USA,2096,7441
USA,2096,7442
Italy,2096,7443
Bahamas,2096,7444
USA,2096,7445
USA,2096,7446
Italy,2096,7447
Serbia,2096,7448
USA,2096,7449
Italy,2096,7450
USA,2096,7451
USA,2096,7452
USA,2095,7453
USA,2095,7454
Trinidad and Tobago,2095,7455
USA,2095,7456
USA,2095,7457
USA,2095,7458
France,2095,7459
USA,2095,7460
USA,2095,7461
USA,2094,7462
USA,2094,7463
Israel,2094,7464
USA,2094,7465
Greece,2094,7466
USA,2094,7467
USA,2094,7468
USA,2094,7469
Bosnia and Herzegovina,2098,7470
Brazil,2098,7471
USA,2098,7472
USA,2098,7473
USA,2098,7474
USA,2098,7475
USA,2098,7476
USA,2098,7477
USA,2098,7478
USA,2098,7479
USA,2098,7480
Russia,2098,7481
USA,2098,7482
USA,2098,7483
USA,2098,7484
USA,2098,7485
USA,2098,7486
USA,2098,7487
Puerto Rico,2098,7488
USA,2098,7489
USA,2098,7490
USA,2098,7491
USA,2098,7492
USA,2098,7493
USA,2098,7494
USA,2098,7495
Montenegro,2098,7496
Australia,2098,7497
USA,2098,7498
USA,2098,7499
Bosnia and Herzegovina,2098,7500
Canada,2098,7501
USA,2098,7502
USA,2098,7503
USA,2098,7504
USA,2097,7505
USA,2097,7506
USA,2097,7507
USA,2097,7508
USA,2097,7509
USA,2097,7510
New Zealand,2097,7511
USA,2097,7512
Greece,2097,7513
USA,2097,7514
Germany,2097,7515
USA,2097,7516
USA,2097,7517
USA,2097,7518
Brazil,2097,7519
USA,2097,7520
USA,2097,7521
USA,2097,7522
Bahamas,2096,7523
USA,2096,7524
USA,2096,7525
USA,2096,7526
USA,2096,7527
Lithuania,2096,7528
USA,2096,7529
USA,2096,7530
Germany,2096,7531
USA,2095,7532
USA,2095,7533
USA,2095,7534
USA,2095,7535
USA,2095,7536
USA,2095,7537
USA,2095,7538
USA,2095,7539
Germany,2099,7540
Argentina,2099,7541
USA,2099,7542
USA,2099,7543
USA,2099,7544
Bosnia and Herzegovina,2099,7545
USA,2099,7546
USA,2099,7547
USA,2099,7548
Serbia,2099,7549
USA,2099,7550
USA,2099,7551
USA,2099,7552
Lithuania,2099,7553
USA,2099,7554
Australia,2099,7555
USA,2099,7556
USA,2099,7557
USA,2099,7558
USA,2099,7559
Sudan,2099,7560
USA,2099,7561
Italy,2099,7562
USA,2099,7563
USA,2099,7564
USA,2099,7565
Mexico,2099,7566
Spain,2099,7567
USA,2099,7568
Bahamas,2099,7569
USA,2099,7570
USA,2099,7571
USA,2099,7572
USA,2099,7573
USA,2099,7574
USA,2098,7575
USA,2098,7576
Montenegro,2098,7577
USA,2098,7578
China,2098,7579
USA,2098,7580
USA,2098,7581
USA,2098,7582
USA,2098,7583
USA,2098,7584
USA,2098,7585
USA,2098,7586
USA,2098,7587
USA,2098,7588
Brazil,2098,7589
Croatia,2098,7590
USA,2098,7591
USA,2098,7592
USA,2097,7593
USA,2097,7594
USA,2097,7595
USA,2097,7596
USA,2097,7597
USA,2097,7598
USA,2097,7599
USA,2097,7600
USA,2097,7601
USA,2096,7602
Slovenia,2096,7603
USA,2096,7604
USA,2096,7605
USA,2096,7606
USA,2096,7607
USA,2096,7608
Italy,2096,7609
USA,2100,7610
USA,2100,7611
USA,2100,7612
USA,2100,7613
USA,2100,7614
Slovenia,2100,7615
USA,2100,7616
USA,2100,7617
USA,2100,7618
USA,2100,7619
Sudan,2100,7620
Lithuania,2100,7621
USA,2100,7622
USA,2100,7623
Croatia,2100,7624
USA,2100,7625
USA,2100,7626
USA,2100,7627
USA,2100,7628
USA,2100,7629
USA,2100,7630
USA,2100,7631
USA,2100,7632
USA,2100,7633
USA,2100,7634
USA,2100,7635
Croatia,2100,7636
USA,2100,7637
USA,2100,7638
USA,2100,7639
USA,2100,7640
USA,2100,7641
USA,2100,7642
USA,2100,7643
USA,2100,7644
Greece,2099,7645
USA,2099,7646
USA,2099,7647
USA,2099,7648
USA,2099,7649
USA,2099,7650
USA,2099,7651
USA,2099,7652
USA,2099,7653
USA,2099,7654
USA,2099,7655
USA,2099,7656
USA,2099,7657
USA,2099,7658
Trinidad and Tobago,2099,7659
USA,2099,7660
USA,2099,7661
USA,2099,7662
USA,2098,7663
USA,2098,7664
USA,2098,7665
USA,2098,7666
Montenegro,2098,7667
USA,2098,7668
USA,2098,7669
USA,2098,7670
Serbia,2098,7671
Serbia,2097,7672
USA,2097,7673
USA,2097,7674
USA,2097,7675
USA,2097,7676
USA,2097,7677
USA,2097,7678
USA,2097,7679
USA,2101,7680
USA,2101,7681
USA,2101,7682
USA,2101,7683
USA,2101,7684
USA,2101,7685
USA,2101,7686
Spain,2101,7687
Australia,2101,7688
USA,2101,7689
USA,2101,7690
USA,2101,7691
USA,2101,7692
USA,2101,7693
USA,2101,7694
USA,2101,7695
USA,2101,7696
USA,2101,7697
USA,2101,7698
USA,2101,7699
USA,2101,7700
USA,2101,7701
USA,2101,7702
USA,2101,7703
USA,2101,7704
USA,2101,7705
USA,2101,7706
USA,2101,7707
USA,2101,7708
USA,2101,7709
Morocco,2101,7710
USA,2101,7711
USA,2101,7712
USA,2101,7713
USA,2101,7714
USA,2100,7715
USA,2100,7716
USA,2100,7717
USA,2100,7718
USA,2100,7719
Trinidad and Tobago,2100,7720
USA,2100,7721
Serbia,2100,7722
USA,2100,7723
USA,2100,7724
USA,2100,7725
USA,2100,7726
USA,2100,7727
USA,2100,7728
USA,2100,7729
USA,2100,7730
USA,2100,7731
USA,2100,7732
USA,2099,7733
USA,2099,7734
USA,2099,7735
USA,2099,7736
Sweden,2099,7737
USA,2099,7738
USA,2099,7739
Lithuania,2099,7740
USA,2099,7741
Serbia,2098,7742
USA,2098,7743
USA,2098,7744
USA,2098,7745
USA,2098,7746
USA,2098,7747
USA,2098,7748
USA,2098,7749
England,2102,7750
USA,2102,7751
Nigeria,2102,7752
USA,2102,7753
USA,2102,7754
USA,2102,7755
USA,2102,7756
USA,2102,7757
USA,2102,7758
USA,2102,7759
Bosnia and Herzegovina,2102,7760
USA,2102,7761
USA,2102,7762
USA,2102,7763
USA,2102,7764
USA,2102,7765
Bosnia and Herzegovina,2102,7766
USA,2102,7767
USA,2102,7768
USA,2102,7769
USA,2102,7770
USA,2102,7771
USA,2102,7772
USA,2102,7773
USA,2102,7774
USA,2102,7775
USA,2102,7776
USA,2102,7777
USA,2102,7778
USA,2102,7779
USA,2102,7780
USA,2102,7781
USA,2102,7782
USA,2102,7783
USA,2102,7784
USA,2101,7785
USA,2101,7786
USA,2101,7787
USA,2101,7788
USA,2101,7789
England,2101,7790
USA,2101,7791
USA,2101,7792
USA,2101,7793
USA,2101,7794
USA,2101,7795
USA,2101,7796
USA,2101,7797
Montenegro,2101,7798
USA,2101,7799
Bosnia and Herzegovina,2101,7800
Congo,2101,7801
USA,2101,7802
USA,2100,7803
Spain,2100,7804
USA,2100,7805
USA,2100,7806
USA,2100,7807
USA,2100,7808
USA,2100,7809
USA,2100,7810
USA,2100,7811
Central African Republic,2099,7812
USA,2099,7813
USA,2099,7814
Lithuania,2099,7815
Croatia,2099,7816
USA,2099,7817
USA,2099,7818
Serbia,2099,7819
USA,2103,7820
Slovenia,2103,7821
USA,2103,7822
USA,2103,7823
USA,2103,7824
USA,2103,7825
USA,2103,7826
Lithuania,2103,7827
USA,2103,7828
USA,2103,7829
USA,2103,7830
USA,2103,7831
Slovenia,2103,7832
USA,2103,7833
USA,2103,7834
USA,2103,7835
USA,2103,7836
USA,2103,7837
USA,2103,7838
USA,2103,7839
USA,2103,7840
Ukraine,2103,7841
USA,2103,7842
USA,2103,7843
Serbia,2103,7844
USA,2103,7845
USA,2103,7846
France,2103,7847
Australia,2103,7848
USA,2103,7849
USA,2103,7850
USA,2103,7851
USA,2103,7852
USA,2103,7853
USA,2103,7854
USA,2102,7855
USA,2102,7856
USA,2102,7857
USA,2102,7858
USA,2102,7859
Netherlands,2102,7860
USA,2102,7861
USA,2102,7862
Croatia,2102,7863
USA,2102,7864
USA,2102,7865
USA,2102,7866
Canada,2102,7867
USA,2102,7868
USA,2102,7869
USA,2102,7870
USA,2102,7871
USA,2102,7872
USA,2101,7873
USA,2101,7874
USA,2101,7875
USA,2101,7876
USA,2101,7877
Brazil,2101,7878
USA,2101,7879
USA,2101,7880
USA,2101,7881
USA,2100,7882
USA,2100,7883
USA,2100,7884
USA,2100,7885
USA,2100,7886
Uruguay,2100,7887
USA,2100,7888
USA,2100,7889
USA,2104,7890
USA,2104,7891
Denmark,2104,7892
USA,2104,7893
Panama,2104,7894
USA,2104,7895
USA,2104,7896
USA,2104,7897
USA,2104,7898
USA,2104,7899
USA,2104,7900
Bulgaria,2100,7901
USA,2104,7902
USA,2104,7903
Germany,2104,7904
Croatia,2104,7905
Turkey,2104,7906
USA,2104,7907
USA,2104,7908
USA,2104,7909
USA,2104,7910
USA,2104,7911
Nigeria,2104,7912
USA,2104,7913
USA,2104,7914
Croatia,2104,7915
USA,2104,7916
USA,2104,7917
USA,2104,7918
Italy,2104,7919
USA,2104,7920
USA,2104,7921
USA,2104,7922
USA,2104,7923
USA,2104,7924
USA,2103,7925
Israel,2103,7926
USA,2103,7927
Latvia,2103,7928
USA,2103,7929
Spain,2103,7930
USA,2103,7931
USA,2103,7932
USA,2103,7933
USA,2103,7934
USA,2103,7935
USA,2103,7936
USA,2103,7937
USA,2103,7938
USA,2103,7939
USA,2103,7940
Colombia,2103,7941
USA,2103,7942
USA,2102,7943
USA,2102,7944
USA,2102,7945
USA,2102,7946
USA,2102,7947
USA,2102,7948
USA,2102,7949
USA,2102,7950
USA,2102,7951
USA,2101,7952
USA,2101,7953
USA,2101,7954
USA,2101,7955
USA,2101,7956
USA,2101,7957
USA,2101,7958
USA,2101,7959
USA,2105,7960
USA,2105,7961
USA,2105,7962
USA,2105,7963
USA,2105,7964
USA,2105,7965
USA,2105,7966
USA,2105,7967
USA,2105,7968
Germany,2105,7969
USA,2105,7970
USA,2105,7971
USA,2105,7972
USA,2105,7973
USA,2105,7974
USA,2105,7975
USA,2105,7976
Greece,2105,7977
USA,2105,7978
USA,2105,7979
USA,2105,7980
USA,2105,7981
USA,2105,7982
USA,2105,7983
USA,2105,7984
Sweden,2105,7985
USA,2105,7986
USA,2105,7987
Serbia,2105,7988
USA,2105,7989
USA,2105,7990
USA,2105,7991
USA,2105,7992
France,2105,7993
USA,2105,7994
USA,2104,7995
USA,2104,7996
Canada,2104,7997
Serbia,2104,7998
USA,2104,7999
USA,2104,8000
USA,2104,8001
USA,2104,8002
Colombia,2104,8003
USA,2104,8004
USA,2104,8005
USA,2104,8006
USA,2104,8007
USA,2104,8008
USA,2104,8009
USA,2104,8010
USA,2104,8011
Serbia,2104,8012
USA,2103,8013
USA,2103,8014
USA,2103,8015
Greece,2103,8016
Senegal,2103,8017
Serbia,2103,8018
USA,2103,8019
USA,2103,8020
USA,2103,8021
USA,2102,8022
USA,2102,8023
USA,2102,8024
USA,2102,8025
USA,2102,8026
USA,2102,8027
USA,2102,8028
USA,2102,8029
USA,2106,8030
USA,2106,8031
USA,2106,8032
USA,2106,8033
USA,2106,8034
USA,2106,8035
Senegal,2106,8036
USA,2106,8037
USA,2106,8038
USA,2106,8039
USA,2106,8040
USA,2106,8041
USA,2106,8042
Canada,2106,8043
USA,2106,8044
Serbia,2106,8045
USA,2106,8046
USA,2106,8047
USA,2106,8048
USA,2106,8049
USA,2106,8050
USA,2106,8051
USA,2106,8052
USA,2106,8053
USA,2106,8054
Montenegro,2106,8055
USA,2106,8056
USA,2106,8057
USA,2106,8058
USA,2106,8059
USA,2106,8060
USA,2106,8061
USA,2106,8062
USA,2106,8063
USA,2106,8064
Croatia,2105,8065
USA,2105,8066
USA,2105,8067
USA,2105,8068
USA,2105,8069
USA,2105,8070
USA,2105,8071
Bahamas,2105,8072
USA,2105,8073
USA,2105,8074
USA,2105,8075
USA,2105,8076
USA,2105,8077
Croatia,2105,8078
USA,2105,8079
USA,2105,8080
USA,2105,8081
USA,2105,8082
USA,2104,8083
Bahamas,2104,8084
USA,2104,8085
Croatia,2104,8086
USA,2104,8087
Italy,2104,8088
USA,2104,8089
USA,2104,8090
USA,2104,8091
Australia,2103,8092
USA,2103,8093
USA,2103,8094
USA,2103,8095
USA,2103,8096
USA,2103,8097
USA,2103,8098
USA,2103,8099
USA,2107,8100
USA,2107,8101
Croatia,2107,8102
USA,2107,8103
USA,2107,8104
Slovenia,2107,8105
USA,2107,8106
USA,2107,8107
USA,2107,8108
Germany,2107,8109
USA,2107,8110
USA,2107,8111
USA,2107,8112
USA,2107,8113
USA,2107,8114
USA,2107,8115
USA,2107,8116
Netherlands,2107,8117
USA,2107,8118
USA,2107,8119
USA,2107,8120
Israel,2107,8121
USA,2107,8122
USA,2107,8123
USA,2107,8124
USA,2107,8125
USA,2107,8126
USA,2107,8127
USA,2107,8128
USA,2107,8129
USA,2107,8130
USA,2107,8131
USA,2107,8132
USA,2107,8133
USA,2107,8134
Dominican Republic,2106,8135
USA,2106,8136
USA,2106,8137
Montenegro,2106,8138
USA,2106,8139
Czech Republic,2106,8140
USA,2106,8141
USA,2106,8142
USA,2106,8143
USA,2106,8144
USA,2106,8145
USA,2106,8146
Lithuania,2106,8147
USA,2106,8148
USA,2106,8149
USA,2106,8150
Croatia,2106,8151
USA,2106,8152
USA,2105,8153
USA,2105,8154
Serbia,2105,8155
Brazil,2105,8156
USA,2105,8157
USA,2105,8158
USA,2105,8159
Canada,2105,8160
USA,2105,8161
USA,2104,8162
Poland,2104,8163
USA,2104,8164
USA,2104,8165
USA,2104,8166
USA,2104,8167
USA,2104,8168
USA,2104,8169
USA,2108,8170
USA,2108,8171
USA,2108,8172
USA,2108,8173
Greece,2108,8174
USA,2108,8175
USA,2108,8176
Italy,2108,8177
USA,2108,8178
USA,2108,8179
USA,2108,8180
USA,2108,8181
USA,2108,8182
USA,2108,8183
USA,2108,8184
Spain,2108,8185
USA,2108,8186
USA,2108,8187
USA,2108,8188
USA,2108,8189
USA,2108,8190
USA,2108,8191
USA,2108,8192
USA,2108,8193
USA,2108,8194
USA,2108,8195
USA,2108,8196
USA,2108,8197
USA,2108,8198
USA,2108,8199
USA,2108,8200
USA,2108,8201
USA,2108,8202
Latvia,2108,8203
USA,2108,8204
USA,2107,8205
USA,2107,8206
USA,2107,8207
USA,2107,8208
USA,2107,8209
England,2107,8210
USA,2107,8211
USA,2107,8212
USA,2107,8213
Serbia,2107,8214
USA,2107,8215
USA,2107,8216
USA,2107,8217
USA,2107,8218
USA,2107,8219
USA,2107,8220
USA,2107,8221
USA,2107,8222
China,2106,8223
USA,2106,8224
USA,2106,8225
Serbia,2106,8226
USA,2106,8227
USA,2106,8228
USA,2106,8229
USA,2106,8230
Russia,2106,8231
USA,2105,8232
USA,2105,8233
USA,2105,8234
USA,2105,8235
USA,2105,8236
USA,2105,8237
USA,2105,8238
USA,2105,8239
USA,2109,8240
USA,2109,8241
USA,2109,8242
USA,2109,8243
USA,2109,8244
USA,2109,8245
USA,2109,8246
Australia,2109,8247
USA,2109,8248
Cameroon,2109,8249
USA,2109,8250
USA,2109,8251
USA,2109,8252
USA,2109,8253
USA,2109,8254
USA,2109,8255
USA,2109,8256
USA,2109,8257
USA,2109,8258
USA,2109,8259
Germany,2109,8260
USA,2109,8261
USA,2109,8262
USA,2109,8263
USA,2109,8264
USA,2109,8265
USA,2109,8266
USA,2109,8267
USA,2109,8268
USA,2109,8269
USA,2109,8270
USA,2109,8271
USA,2109,8272
USA,2109,8273
USA,2109,8274
USA,2108,8275
USA,2108,8276
Germany,2108,8277
Brazil,2108,8278
USA,2108,8279
USA,2108,8280
USA,2108,8281
USA,2108,8282
USA,2108,8283
USA,2108,8284
USA,2108,8285
USA,2108,8286
USA,2108,8287
USA,2108,8288
Sudan,2108,8289
USA,2108,8290
USA,2108,8291
USA,2108,8292
USA,2107,8293
USA,2107,8294
Canada,2107,8295
USA,2107,8296
USA,2107,8297
USA,2107,8298
USA,2107,8299
USA,2107,8300
USA,2107,8301
USA,2106,8302
USA,2106,8303
USA,2106,8304
USA,2106,8305
USA,2106,8306
USA,2106,8307
USA,2106,8308
USA,2106,8309
France,2110,8310
Germany,2110,8311
USA,2110,8312
USA,2110,8313
USA,2110,8314
USA,2110,8315
USA,2110,8316
USA,2110,8317
USA,2110,8318
USA,2110,8319
USA,2110,8320
USA,2110,8321
USA,2110,8322
USA,2110,8323
USA,2110,8324
USA,2110,8325
USA,2110,8326
USA,2110,8327
USA,2110,8328
Venezuela,2110,8329
USA,2110,8330
Germany,2110,8331
Slovenia,2110,8332
Montenegro,2110,8333
Italy,2110,8334
USA,2110,8335
Serbia,2110,8336
Lithuania,2110,8337
USA,2110,8338
Italy,2110,8339
USA,2110,8340
USA,2110,8341
USA,2110,8342
USA,2110,8343
Serbia,2110,8344
USA,2109,8345
USA,2109,8346
Senegal,2109,8347
USA,2109,8348
USA,2109,8349
USA,2109,8350
USA,2109,8351
USA,2109,8352
USA,2109,8353
Italy,2109,8354
USA,2109,8355
USA,2109,8356
USA,2109,8357
USA,2109,8358
USA,2109,8359
USA,2109,8360
USA,2109,8361
USA,2109,8362
USA,2108,8363
USA,2108,8364
USA,2108,8365
Romania,2108,8366
USA,2108,8367
USA,2108,8368
USA,2108,8369
USA,2108,8370
USA,2108,8371
USA,2107,8372
USA,2107,8373
USA,2107,8374
USA,2107,8375
USA,2107,8376
USA,2107,8377
USA,2107,8378
USA,2107,8379
USA,2111,8380
USA,2111,8381
USA,2111,8382
Belgium,2111,8383
USA,2111,8384
USA,2111,8385
USA,2111,8386
USA,2111,8387
USA,2111,8388
USA,2111,8389
USA,2111,8390
USA,2111,8391
USA,2111,8392
USA,2111,8393
USA,2111,8394
USA,2111,8395
France,2111,8396
USA,2111,8397
USA,2111,8398
USA,2111,8399
USA,2111,8400
Slovenia,2111,8401
USA,2111,8402
Germany,2111,8403
USA,2111,8404
USA,2111,8405
Serbia,2111,8406
USA,2111,8407
USA,2111,8408
USA,2111,8409
USA,2111,8410
USA,2111,8411
Canada,2111,8412
USA,2111,8413
USA,2111,8414
Australia,2110,8415
USA,2110,8416
USA,2110,8417
USA,2110,8418
USA,2110,8419
USA,2110,8420
USA,2110,8421
USA,2110,8422
USA,2110,8423
Germany,2110,8424
USA,2110,8425
Croatia,2110,8426
USA,2110,8427
USA,2110,8428
USA,2110,8429
USA,2110,8430
Canada,2110,8431
USA,2110,8432
USA,2109,8433
Australia,2109,8434
Bosnia and Herzegovina,2109,8435
USA,2109,8436
USA,2109,8437
USA,2109,8438
Canada,2109,8439
USA,2109,8440
Sweden,2109,8441
USA,2108,8442
USA,2108,8443
Russia,2108,8444
Australia,2108,8445
USA,2108,8446
USA,2108,8447
USA,2108,8448
USA,2108,8449
USA,2112,8450
USA,2112,8451
USA,2112,8452
USA,2112,8453
USA,2112,8454
USA,2112,8455
Egypt,2112,8456
USA,2112,8457
USA,2112,8458
USA,2112,8459
USA,2112,8460
USA,2112,8461
USA,2112,8462
USA,2112,8463
USA,2112,8464
USA,2112,8465
USA,2112,8466
USA,2112,8467
USA,2112,8468
USA,2112,8469
USA,2112,8470
USA,2112,8471
USA,2112,8472
USA,2112,8473
USA,2112,8474
USA,2112,8475
USA,2112,8476
USA,2112,8477
USA,2112,8478
USA,2112,8479
USA,2112,8480
USA,2112,8481
USA,2112,8482
Cameroon,2112,8483
USA,2112,8484
USA,2111,8485
USA,2111,8486
USA,2111,8487
USA,2111,8488
USA,2111,8489
Turkey,2111,8490
USA,2111,8491
USA,2111,8492
USA,2111,8493
China,2111,8494
Senegal,2111,8495
France,2111,8496
USA,2111,8497
USA,2111,8498
USA,2111,8499
Greece,2111,8500
USA,2111,8501
USA,2111,8502
Italy,2110,8503
USA,2110,8504
Brazil,2110,8505
Serbia,2110,8506
Canada,2110,8507
USA,2110,8508
USA,2110,8509
Sweden,2110,8510
USA,2110,8511
USA,2109,8512
USA,2109,8513
USA,2109,8514
USA,2109,8515
Italy,2109,8516
USA,2109,8517
USA,2109,8518
USA,2109,8519
USA,2113,8520
USA,2113,8521
USA,2113,8522
USA,2113,8523
USA,2113,8524
USA,2113,8525
USA,2113,8526
USA,2113,8527
USA,2113,8528
USA,2113,8529
USA,2113,8530
Venezuela,2113,8531
USA,2113,8532
USA,2113,8533
USA,2113,8534
USA,2113,8535
USA,2113,8536
USA,2113,8537
Australia,2113,8538
USA,2113,8539
USA,2113,8540
USA,2113,8541
Serbia,2113,8542
USA,2113,8543
USA,2113,8544
USA,2113,8545
USA,2113,8546
USA,2113,8547
USA,2113,8548
USA,2113,8549
Argentina,2113,8550
USA,2113,8551
USA,2113,8552
USA,2113,8553
USA,2113,8554
USA,2112,8555
USA,2112,8556
USA,2112,8557
USA,2112,8558
USA,2112,8559
Spain,2112,8560
USA,2112,8561
USA,2112,8562
USA,2112,8563
USA,2112,8564
USA,2112,8565
USA,2112,8566
USA,2112,8567
USA,2112,8568
USA,2112,8569
USA,2112,8570
USA,2112,8571
USA,2112,8572
USA,2111,8573
USA,2111,8574
USA,2111,8575
USA,2111,8576
USA,2111,8577
USA,2111,8578
USA,2111,8579
USA,2111,8580
USA,2111,8581
USA,2110,8582
USA,2110,8583
USA,2110,8584
USA,2110,8585
Germany,2110,8586
Slovenia,2110,8587
USA,2110,8588
USA,2110,8589
USA,2114,8590
USA,2114,8591
USA,2114,8592
Croatia,2114,8593
USA,2114,8594
USA,2114,8595
Canada,2114,8596
USA,2114,8597
USA,2114,8598
USA,2114,8599
USA,2114,8600
China,2114,8601
USA,2114,8602
USA,2114,8603
USA,2114,8604
USA,2114,8605
USA,2114,8606
USA,2114,8607
Argentina,2114,8608
Canada,2114,8609
USA,2114,8610
Russia,2114,8611
Canada,2114,8612
Jamaica,2114,8613
USA,2114,8614
USA,2114,8615
USA,2114,8616
USA,2114,8617
